"study","title","latitude","longitude","methods","habitat","native_species","native_family","native_growth_cycle","invasive_species","invasive_family","invasive_growth_cycle","invasion_phase","MAT","MAP","fraction","source","index","units","depth","M_native","SD_native","N_native","M_invasive","SD_invasive","N_invasive","lnRR","depth_raw"
"R40","Effect of the invasion by Soildago canadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","0-10",81.1491935483871,7.06,5,237.096774193548,68.45,5,1.072182699,"0-10"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","0-10",82.5604838709677,20.46,5,237.096774193548,68.45,5,1.054956691,"0-10"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","0-10",166.532258064516,64.21,5,237.096774193548,68.45,5,0.35330652,"0-10"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","10-20",49.3951612903226,14.11,5,58.5685483870967,13.41,5,0.170272196,"10-20"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","10-20",48.6895161290322,8.47,5,58.5685483870967,13.41,5,0.18474895,"10-20"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F2","MBC","mg/kg","10-20",40.2217741935483,14.11,5,58.5685483870967,13.41,5,0.375858236,"10-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",1050.19305019305,69.5,9,463.320463320463,30.89,9,-0.818308419,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",254.826254826254,38.61,9,254.826254826254,54.05,9,0,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",1629.34362934362,146.72,9,1034.74903474903,84.94,9,-0.454015173,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F2","MBC","mg/kg","0-20",764.478764478764,92.66,9,370.65637065637,38.61,9,-0.723910664,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","30.1830-30.2455","119.2347-119.2827","field","turereserve","forest","n/a","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"MBC","F1","MBC","mg/kg","0-20",769.635627530364,255.06,10,1075.70850202429,178.54,10,0.334813315,"0-20"
"R43","Effect of invasive plants Ambrosia artemisiifolia L. on soil carbon and nitrogen transition","26.124331","111.354871","field","Forest","TorilisscabraThunb.","Apiaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,NA,"MBC","T2","MBC","ug/kg","n/a",205.32,15.74,3,312.26,21.23,3,0.419266436,"n/a"
"R44","Significant changes in soil microbial community structure and metabolic function after Mikania micrantha invasion","23.1305-23.1943","114.1921-114.2706","field","Forest","forest","MyrtaceaeJuss.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"MBC","T1","MBC","mg/kg","0-10",45.63,3.17,6,39.45,4.87,6,-0.145531348,"0-10"
"R45","Impacts of Ipomoea cairica and Wedelia trilobata invasion on soil chemical and microbiological characteristics","23.09","113.21","field","hill","Neyraudiareyudia","Poaceae","perennial","Ipomoeacairica (L.)Sweet)","Convolvulaceae","perennial","invasive",NA,NA,"MBC","T3","MBC","mg/kg","0-10",350.48,32.32,4,883.74,30.13,4,0.924859258,"0-10"
"R45","Impacts of Ipomoea cairica and Wedelia trilobata invasion on soil chemical and microbiological characteristics","23.09","113.21","field","hill","Neyraudiareyudia","Poaceae","perennial","Sphagneticolatrilobata(L.)Pruski","AsteraceaeBercht.&J.Presl","perennial","invasive",15.3,1022,"MBC","T3","MBC","mg/kg","0-10",350.48,32.32,4,835.09,96.66,4,0.86823586,"0-10"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","F7","MBC","mg/kg","0-20",56.1679790026246,3.41,3,81.1023622047244,7.87,3,0.367300155,"0-20"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","F7","MBC","mg/kg","0-20",31.2335958005249,2.89,3,45.4068241469816,2.36,3,0.374353174,"0-20"
"R47","Spartina alterniflora invasion affects methane emissions in the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","T2","MBC","mg/kg","0-20",45,10.6,4,76,14,4,0.524070851,"0-20"
"R47","Spartina alterniflora invasion affects methane emissions in the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"MBC","T2","MBC","mg/kg","0-20",30.9,10.2,4,45.4,10.8,4,0.384755921,"0-20"
"R48","Non-linear impacts of Eucalyptus plantation stand age on soil microbial metabolic diversity","22.14-22.21","107.47-107.56","field","Forestfarm","Pinusmassonia Lamb.","PiceaeSpreng.exF.Rudolphi","n/a","EucalyptusurophyllaS.T.Blake&Eucalyptusgrandis W.HillexMaiden","MyrtaceaeJuss.","n/a","turalized",NA,NA,"MBC","T1","MBC","mg/kg","0-10",328.48,35.26,3,577.42,32.34,3,0.564093951,"0-10"
"R49","Changes in plant community and soil ecological indicators in response to Prosopis juliflora and Acacia mearnsii invasion and removal in two biodiversity hotspots in Southern India","10.2942","79.8579","field","plain","n/a","n/a","n/a","Prosopisjuliflora (Sw.)DC.","Fabaceae","n/a","turalized",29.5,1250,"MBC","T2","MBC","ug/g","0-10",231,NA,12,292,NA,12,0.234336092,"0-10"
"R49","Changes in plant community and soil ecological indicators in response to Prosopis juliflora and Acacia mearnsii invasion and removal in two biodiversity hotspots in Southern India","10.2942","79.8579","field","plain","n/a","n/a","n/a","Acaciapolystachya A.Cunn_exBenth.","Fabaceae","n/a","turalized",29.5,1250,"MBC","T2","MBC","ug/g","0-10",116.8,NA,12,2078,NA,12,2.878698101,"0-10"
"R50","Grass invasion of a hardwood forest is associated with declines in belowground carbon pools","33.5327","83.2193","field","forest","Acerrubrum,Quercusnigra,Platanusoccidentalis,andLiquidambarstyraciflua","n/a","n/a","M.vimineum","Poaceae","annual","invasive",NA,NA,"MBC","T2","MBC","ug/g dry wt soil -1","0-10",68.56,55.3829630843276,6,25.03,25.6706525043677,6,-1.007634169,"0-10"
"R51","Biochemical characterization and mycorrhizal fungal community of plant species in the Brazilian seasonal dry forest","-37.82","-6.81","field","n/a","M.tenuiflora","Fabaceae","n/a","Ctenitismadagascariensis","DryopteridaceaeHene","n/a","invasive",28,936.07,"MBC","T1","MBC","mg/kg","0-20",2.98,0.32,12,5.31,0.54,12,0.577668535,"0-20"
"R53","Response of bacterial community characteristics in the rhizosphere soil of Stellera chamaejasme L. to its expansion on the Qinghai-Tibet Plateau","30.3-30.4","101.37-101.43","field","plateau","n/a","n/a","n/a","Stellerachamaejasme L.","ThymelaeaceaeJuss.","n/a","invasive",7,NA,"MBC","T1","MBC","mg/kg","0-20",137.67,4.04,3,411,7,3,1.093733697,"0-20"
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F4","MBC","mg/kg","0-10",80.7692307692307,6.28,5,236.923076923076,67.3,5,1.076116922,"0-10"
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F4","MBC","mg/kg","0-10",85.26,18.85,5,236.923076923076,67.3,5,1.02201712,"0-10"
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F4","MBC","mg/kg","0-10",169.615384615384,58.33,5,236.923076923076,67.3,5,0.33416189,"0-10"
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F4","MBC","mg/kg","10-20",57.4358974358974,9.87,5,61.025641025641,14.36,5,0.060624622,"10-20"
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F4","MBC","mg/kg","10-20",48.4615384615384,8.97,5,61.025641025641,14.36,5,0.230626831,"10-20"
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"MBC","F4","MBC","mg/kg","10-20",42.1794871794871,9.87,5,61.025641025641,14.36,5,0.369419372,"10-20"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","forest","Lecaniodiscuscupanioides(Sapindaceae),Dialiumguineense(Caesalpiniaceae),Antiarisafrica(Moraceae),Diospyrosmespiliformis
(Ebeceae),Colagigantea(Sterculiaceae),Olaxsubscorpioidea(Olacaceae),Mimusopskumel(Sapotaceae),Milletiazechi
(Fabaceae),Griffoniasimplicifolia(Caesalpiniaceae),Celtisprantlii(Ulmaceae),Olyralatifolia(Poaceae),Uvariaovata(Annoceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"MBC","T6","MBC","mg/kg soil","0-10",393.3,125.443413537738,5,238.3,82.9581219652422,5,-0.501042295,"0-10"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","grassland","Brideliaferruginea(Euphorbiacea),Cussoniabarteri(Araliaceae),Crossopteryxfebrifuga(Rubiaceae),Termiliaglaucescens
(Combretaceae),Annosenegalensis(Annoceae),Piliostigmathonningii(Ceasalpiniaceae),Borassusaethiopum(Araceae),
Hyparrheniadiplandra(Poaceae),Imperatacylindrica(Poaceae),Andropogonschirensis(Poaceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"MBC","T6","MBC","mg/kg soil","0-10",151.7,37.1187284264965,5,182,45.6157867409957,5,0.182101801,"0-10"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Setariaviridis (L.)P.Beauv.","Poaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"MBC","F2-2","MBC","mg/kg","n/a",483.116883116882,31.1688,5,1558.44155844155,109.09,5,1.17117553,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Melilotusofficilis (L.)Pall.","Fabaceae","perennial","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"MBC","F2-2","MBC","mg/kg","n/a",685.714285714285,46.754,5,1542.85714285714,124.675,5,0.810938318,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Chenopodiumalbum L.","Amaranthaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"MBC","F2-2","MBC","mg/kg","n/a",1418.18181818181,62.337,5,1542.85714285714,124.675,5,0.084263478,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Setariaviridis (L.)P.Beauv.","Poaceae","annual","Bidenspilosa L.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"MBC","F2-2","MBC","mg/kg","n/a",456.521739130434,43.478,5,2586.95652173913,108.695,5,1.734606209,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Melilotusofficilis (L.)Pall.","Fabaceae","perennial","Bidenspilosa L.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"MBC","F2-2","MBC","mg/kg","n/a",652.173913043478,43.478,5,2543.47826086956,108.695,5,1.360983237,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Chenopodiumalbum L.","Amaranthaceae","annual","Bidenspilosa L.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"MBC","F2-2","MBC","mg/kg","n/a",1413.04347826086,43.478,5,2586.95652173913,65.217,5,0.604740029,"n/a"
"R9","Crop-weed competition changes the decomposition of soil organic matter fractions in the rhizosphere","-5.9945700000000004","-37.942100000000003","greenhouse","n/a","ZeamaysL.","Poaceae","annual","BidenspilosaL.","compositae","annual","invasive",NA,NA,"POC","F2","POC","mg C g soil-1","n/a",1.71511627906976,0.0872,5,1.51162790697674,0.1454,5,-0.13021464,"n/a"
"R9","Crop-weed competition changes the decomposition of soil organic matter fractions in the rhizosphere","-5.9945700000000004","-37.942100000000003","greenhouse","n/a","AmaranthusviridisL.","Amaranthaceae","annual","BidenspilosaL.","compositae","annual","invasive",NA,NA,"POC","F2","POC","mg C g soil-2","n/a",1.33720930232558,0.1163,5,1.51162790697674,0.1454,5,0.119440037,"n/a"
"R9","Crop-weed competition changes the decomposition of soil organic matter fractions in the rhizosphere","-5.9945700000000004","-37.942100000000003","greenhouse","n/a","I.grandifolia","BignoniaceaeJuss.","annual","BidenspilosaL.","compositae","annual","invasive",NA,NA,"POC","F2","POC","mg C g soil-3","n/a",1.6860465116279,0.1453,5,1.51162790697674,0.1454,5,-0.112618878,"n/a"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"POC","F2","POC","g/kg","n/a",45.3703703703703,1.5104,3,14.8989898989898,1.6148,3,-1.113489881,"n/a"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"POC","F2","POC","g/kg","n/a",45.7912457912457,1.3647,3,12.4579124579124,1.9458,3,-1.301542213,"n/a"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"POC","F2","POC","g/kg","n/a",14.057239057239,0.8969,3,18.2659932659932,2.2844,3,0.261926484,"n/a"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"POC","F2","POC","g/kg","n/a",14.1414141414141,0.9045,3,13.1313131313131,0.4467,3,-0.074107972,"n/a"
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"POC","T2","POC","g C m-2","0-5",588,92,40,657,61,40,0.15957071,"0-5"
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"POC","T2","POC","g C m-2","5-10",203,32,40,174,16,40,-0.15415068,"5-10"
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"POC","T2","POC","g C m-2","10-15",88,14,40,87,8,40,-0.011428696,"10-15"
"R18","Grass Invasions Across a Regional Gradient are Associated with Declines in Belowground Carbon Pools","33.53-35.03","83.21-83.29","field","forest","n/a","n/a","n/a","M.vimineum","herbaceous","annual","invasive",17,12200,"POC","F1","POC","g cm-2","n/a",1696,192,36,1575.99999999999,384,36,-0.073382546,"n/a"
"R21","Invasion effects of Chromolaena odorata on soil carbon and nitrogen fractions in a tropical savanna","108.470–108.490","19.050–19.170","field","grassland","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens","Grass","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"POC","F3","POC","mg/g","0-10",3.28767123287671,0.3836,NA,3.94520547945205,0.5479,NA,0.182828014,"0-10"
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","grassland","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens","Grass","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"POC","F3","POC","mg/g","10-20",9.67123287671233,1.0137,NA,3.94520547945205,0.5479,NA,-0.895312731,"10-20"
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","forest","Crotonlaui,Microcospaniculata,Dimocarpuslongga","Forest","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"POC","F3","POC","mg/g","0-10",1.01369863013698,0.1096,NA,1.50684931506849,0.137,NA,0.40215932,"0-10"
